username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
alfims,ZHreFhDA47MhncnTcfza,200k,1,200000,9,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falfims_spent-200k_1770458895543.png?alt=media&token=14492c2f-860d-402f-876b-80fd40552818,2026-02-07T10:08:13.784Z
alphonsoe,sDlZn4IIuaPK1D4uzfYS,300K,3,300000,7,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_m3-300k_1770473244407.png?alt=media&token=300c4f07-f24f-409e-bec0-1c120073df21,2026-02-07T14:07:23.276Z
skillfielder,q1xFWF0EsiljwMyDPoXm,200K,2,200000,15,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fskillfielder_m2-200k_1770502249051.png?alt=media&token=a53f2498-2f99-43c2-8b97-33570eeec265,2026-02-07T22:10:47.351Z
skillfielder,GMIvnHBsnQXDkUFN2wgg,300K,3,300000,8,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fskillfielder_m3-300k_1770502252991.png?alt=media&token=27ce5eeb-3fb6-49cb-a83a-04205b508216,2026-02-07T22:10:47.693Z
ivanpetrov32,5qCBzAKIafDG634UolZY,300K,3,300000,9,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fivanpetrov32_m3-300k_1770538730880.png?alt=media&token=a27d2b94-ec12-4043-8cd5-d362c471c4e0,2026-02-08T08:18:50.018Z
calypso_ba,kJHc45kwd75UI5FEoZf0,200k,1,200000,10,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcalypso_ba_spent-200k_1770552755265.png?alt=media&token=22053a44-d202-4904-bd12-13f6640c297e,2026-02-08T12:12:34.086Z
avin_novor,NhCP4xsZC6Vyv8THhB82,500K,5,500000,2,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Favin_novor_m5-500k_1770590517995.png?alt=media&token=6a7b6cbc-ae37-4b31-bcb0-d98cd1efaf87,2026-02-08T22:41:56.781Z
rzvlover,meqCepHcz6GeXATYzAV5,100K,1,100000,23,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Frzvlover_m1-100k_1770639558342.png?alt=media&token=addf48bd-be52-4e8c-a19c-85d878c036b8,2026-02-09T12:19:17.218Z
valase,YfMrZCUPBBMgNsl0Lygx,300K,3,300000,10,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fvalase_m3-300k_1770753655016.png?alt=media&token=9675bb1c-5f18-4d4e-a447-92f6017b1dea,2026-02-10T20:00:53.736Z
foreeeveeer,94eW3OZjNAgtWitjvQyP,100K,1,100000,24,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fforeeeveeer_m1-100k_1770764386468.png?alt=media&token=5326dd36-c842-494a-8fc1-fbf39c4f3346,2026-02-10T22:59:45.684Z
avin_novor,eBDT4w78FiSFH5Ln2n2m,400k,2,400000,2,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Favin_novor_spent-400k_1770766621586.png?alt=media&token=dcebe727-03f1-4c90-a856-a778efba5fc0,2026-02-10T23:36:59.999Z
staggerrilla,1nD7l8xpHQjnRB9CBotM,100K,1,100000,25,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fstaggerrilla_m1-100k_1770774178666.png?alt=media&token=30431aee-1f0d-4ee4-b17f-24fee80072f9,2026-02-10T23:48:28.026Z
staggerrilla,1EVH5CwCvSpOOOvLY6GN,200K,2,200000,16,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fstaggerrilla_m2-200k_1770774177404.png?alt=media&token=914aa016-8872-475b-b495-48b594df737b,2026-02-11T00:49:55.641Z
staggerrilla,a7IzegpwlumW96s7b195,300K,3,300000,11,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fstaggerrilla_m3-300k_1770774180024.png?alt=media&token=f9698065-17e2-45a4-b91c-28732e0e66ce,2026-02-11T00:49:56.044Z
zoskycube,GbMeCrfsSTSxC5tXRljn,200K,2,200000,17,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fzoskycube_m2-200k_1770812419403.png?alt=media&token=a6a8ccfb-ccd1-49c3-8163-41a4ca0a3645,2026-02-11T12:20:17.912Z
cerebralx1,E2RSsoHvyvO3ROFjw4Hc,200K,2,200000,18,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcerebralx1_m2-200k_1770815971236.png?alt=media&token=62c44962-12a8-4569-9482-66159430c009,2026-02-11T13:19:30.534Z
smogracing,X0dUjpw5k36tLZ3wAkIP,200K,2,200000,19,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsmogracing_m2-200k_1770836928040.png?alt=media&token=56f65747-0152-42fa-a4b6-5d7f32aa7cc8,2026-02-11T19:08:47.119Z
pika_gamy,RI7vUTHe0F7mHQ45Zkwu,100K,1,100000,26,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_m1-100k_1770844617065.png?alt=media&token=b49a1115-a298-4c8d-9570-0a35e86b0f59,2026-02-11T21:16:56.113Z
smogracing,AMVufCNmGCfsiT8OTKRL,200k,1,200000,11,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsmogracing_spent-200k_1770907341195.png?alt=media&token=c6971cd1-67f8-4bc9-870e-1c84b1177d6e,2026-02-12T14:42:19.478Z
calypso_ba,2ODb2gWSbOh5NFN90WCj,300K,3,300000,12,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcalypso_ba_m3-300k_1770910038459.png?alt=media&token=15f16b50-d525-4efe-a856-a34081b21005,2026-02-12T15:27:17.484Z
belting123,TSCXBB8jCroJbpxMdyEg,100K,1,100000,27,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fbelting123_m1-100k_1770954114533.png?alt=media&token=781ad266-d680-4968-ac82-bf1119f173bb,2026-02-13T03:41:53.191Z
belting123,dK0Gj3OFgGo44kE13lvT,200K,2,200000,20,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fbelting123_m2-200k_1770954118249.png?alt=media&token=a207fd17-136e-4a4a-91c7-f20ea7263e07,2026-02-13T03:41:53.726Z
player0451,sjfAol604ATYTVyPZd77,100K,1,100000,28,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fplayer0451_m1-100k_1771001592578.png?alt=media&token=1f3b951a-dfcf-41c7-b850-61276065e276,2026-02-13T16:53:11.839Z
100bitlive,Pw7J0BouzYNuHCSUZAYr,100K,1,100000,29,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2F100bitlive_m1-100k_1771025001441.png?alt=media&token=5b75a0b5-644e-4c10-9410-7bd6afd28326,2026-02-13T23:23:20.581Z
darkgammeth,DEcg4BokNbKx5E9SH0P8,100K,1,100000,30,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdarkgammeth_m1-100k_1771081505870.png?alt=media&token=84c32b4f-2f0d-49c9-99e4-a927088a3fae,2026-02-14T15:05:04.472Z
somemarblesfriday,SHjaY0UgirhgAUEeu1bH,100K,1,100000,31,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsomemarblesfriday_m1-100k_1771082942070.png?alt=media&token=5c810211-7ffa-4921-9d8d-433556f17e44,2026-02-14T15:29:01.301Z
alfims,wxizr5TUoBRAJ8goovBO,400K,4,400000,5,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falfims_m4-400k_1771089939552.png?alt=media&token=5cdf69ef-f397-453e-a1a3-277739c462c6,2026-02-14T17:25:38.036Z
shadowladyex,PT6VdCEzj3tttFAituWj,100K,1,100000,32,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fshadowladyex_m1-100k_1771136954844.png?alt=media&token=9c5583af-a236-4e12-bab5-ef4d4d6b79a7,2026-02-15T06:29:14.220Z
alphonsoe,Nql5g9Q3gjkIKWWoZRnQ,400K,4,400000,6,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_m4-400k_1771223565878.png?alt=media&token=a60cefc8-4abd-410a-acba-958d6d9d4baf,2026-02-16T06:32:44.770Z
ivanpetrov32,6Bn8gT8fykYMZkiWG7bJ,400K,4,400000,7,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fivanpetrov32_m4-400k_1771245335094.png?alt=media&token=2b4cc27e-d2c4-4b26-9eba-3277b4719469,2026-02-16T12:35:34.280Z
giggadigga69,41oDJsURy1jGqKA1GJac,100K,1,100000,33,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fgiggadigga69_m1-100k_1771305199970.png?alt=media&token=e732d0b3-b394-44cc-b6fc-a6fad9b2c666,2026-02-17T05:13:19.100Z
dahhel,Ozh10fw45oqfMPnifAQC,300K,3,300000,13,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdahhel_m3-300k_1771309177656.png?alt=media&token=2213e8de-9128-4987-aa07-98fe274b1419,2026-02-17T06:19:36.610Z
wolfmaron999,uovi1aYB9D4mcuyuHn9t,500K,5,500000,3,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fwolfmaron999_m5-500k_1771339000784.png?alt=media&token=6338f962-638e-49d6-a19e-d37f62792864,2026-02-17T14:36:39.162Z
cliffelee,XujUHNHYMsjhm9lrlF00,200K,2,200000,21,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcliffelee_m2-200k_1771382129819.png?alt=media&token=ae5f9bf3-453a-4b9c-953d-4612f9d40206,2026-02-18T02:35:28.720Z
rzvlover,OTnsqALx7nKsdENA8y3X,200K,2,200000,22,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Frzvlover_m2-200k_1771406917918.png?alt=media&token=7336ba46-27d4-40f5-bca5-0f0a47078027,2026-02-18T09:28:36.640Z
dahhel,3n1zqo6GsdIMcAuoMMni,200k,1,200000,12,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdahhel_spent-200k_1771425338419.png?alt=media&token=6b308f11-c647-49ce-94fa-e30d2f4eb85f,2026-02-18T14:35:37.246Z
thanossoul,q07zITw1VfLRd6PL6gcX,300K,3,300000,14,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fthanossoul_m3-300k_1771428033364.png?alt=media&token=e2a01fd4-4928-4b36-b50d-297ea7d963e6,2026-02-18T15:20:32.202Z
chestersz,6Lso2eYMRVK0er6Xd8Hn,100K,1,100000,34,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fchestersz_m1-100k_1771455033378.png?alt=media&token=2cfdcba5-3100-4381-b8e0-c13843922bfa,2026-02-18T22:50:32.165Z
slay_da_b,tBNRoROqubasc0DYJMjO,400K,4,400000,8,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fslay_da_b_m4-400k_1771473581984.png?alt=media&token=6c298353-4a09-41d9-8b52-bf708d552479,2026-02-19T03:59:41.029Z
pika_gamy,KJKFVH13scoNHMX0S9Hz,200K,2,200000,23,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_m2-200k_1771513734509.png?alt=media&token=6c76d149-b868-4d37-b833-fabf1716b087,2026-02-19T15:08:53.443Z
snoopys030,voJTKeUtu9stcqefOkYm,500K,5,500000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsnoopys030_m5-500k_1771549888588.png?alt=media&token=571de9d2-83e1-4947-ab4e-64030ec4fa7a,2026-02-20T01:11:27.566Z
aswd002,Pg8ob3GT1c6N1ZEpj70x,100K,1,100000,35,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Faswd002_m1-100k_1771552036608.png?alt=media&token=1f8d2a65-137a-4dd9-b354-d7f22a02a377,2026-02-20T01:47:15.439Z
pika_gamy,9JHQuPNFHBMBz9f9mIA0,200k,1,200000,13,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_spent-200k_1771719820804.png?alt=media&token=53610199-451a-4d31-8d3a-82a41ef51584,2026-02-22T00:23:39.083Z
lovegamesandthings00000,1kRIn6Jf2tzyADQkXiw5,100K,1,100000,36,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flovegamesandthings00000_m1-100k_1771724584050.png?alt=media&token=7e00e6fd-a2c3-4e9b-b1de-3b92264e21a8,2026-02-22T01:43:02.785Z
lovegamesandthings00000,55biZsZMeDKBknw8Stb2,200K,2,200000,24,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flovegamesandthings00000_m2-200k_1771724587493.png?alt=media&token=2e32cb5b-9e09-46d8-84e5-31f1828a9770,2026-02-22T01:43:03.207Z
exine4595,YQx9XmJsqL1mfLgTcXcQ,100K,1,100000,37,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fexine4595_m1-100k_1771747076343.png?alt=media&token=da8f25d3-ba3c-43be-a863-10d1aba031e4,2026-02-22T07:57:55.561Z
ivanpetrov32,6xKKZYd8kE5LP9dkO6PO,400k,2,400000,3,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fivanpetrov32_spent-400k_1771749467168.png?alt=media&token=2461ae58-7f7a-4527-b219-4da6f0ca657d,2026-02-22T08:37:45.931Z
valase,hN4zisKLDbVNYVsTMRKi,400K,4,400000,9,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fvalase_m4-400k_1771758626380.png?alt=media&token=0c1ffcc5-ca4f-4dc3-b4f7-66612cfc47c0,2026-02-22T11:10:25.279Z
daniempirerevolution,zcC15nvZkaWaHDcQbFku,100K,1,100000,38,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdaniempirerevolution_m1-100k_1771765473818.png?alt=media&token=1c796cb5-ca09-46c8-88fd-2b1b844e2ecb,2026-02-22T13:04:32.913Z
llucholba,GaZNns6rbd6VgQv8EANF,100K,1,100000,39,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fllucholba_m1-100k_1771869367519.png?alt=media&token=1699c9fe-4a42-48ad-88b1-5de1a5b2be18,2026-02-23T17:56:06.535Z
lillakra,sckjuE15N1Lyl3nnscCh,100K,1,100000,40,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flillakra_m1-100k_1771878729555.png?alt=media&token=668df606-634f-4268-8339-19004861c7d2,2026-02-23T20:32:08.490Z
rzvlover,HpgkRIFtpXP0QENuoRKu,200k,1,200000,14,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Frzvlover_spent-200k_1771929122641.png?alt=media&token=e54b0ff6-b32d-41f9-86a6-dca890fae97f,2026-02-24T10:32:01.176Z
pika_gamy,GymavxPmFejlDy92Z5Nm,300K,3,300000,15,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_m3-300k_1771963243102.png?alt=media&token=37edd45e-f7d3-4692-a6d1-36568239fc17,2026-02-24T20:00:41.941Z
alyssrentori,fog3SrklWDq2YktJHLmu,100K,1,100000,41,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falyssrentori_m1-100k_1771994421322.png?alt=media&token=38c3a2b5-1e02-4f34-9335-59b669d7824e,2026-02-25T04:40:20.505Z
alfims,eufQs9gH2twUu05PIjAe,500K,5,500000,5,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falfims_m5-500k_1772018238856.png?alt=media&token=98c8e74c-2762-4bed-95d9-f56145ac2d72,2026-02-25T11:17:17.388Z
slay_da_b,g240fVC8gvQXnnVBHxB0,400k,2,400000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fslay_da_b_spent-400k_1772021638291.png?alt=media&token=5ed2e82a-361b-45a8-8b1a-3c1f91dd401d,2026-02-25T12:13:56.917Z
ivanpetrov32,zwM8zafUiQOPXOZY2u3X,500K,5,500000,6,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fivanpetrov32_m5-500k_1772023739800.png?alt=media&token=9b80f3fc-7529-43ad-becb-19fd5c2458d3,2026-02-25T12:48:58.930Z
operacional_cae,IdRfl82HtZMGt7RRSy4I,100K,1,100000,42,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Foperacional_cae_m1-100k_1772063979061.png?alt=media&token=555f13dd-99d9-4211-a967-8fc340cdc5dc,2026-02-25T23:59:38.358Z
yurigiu,oWgnrh4qNQUvvMnEu1UX,200K,2,200000,25,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fyurigiu_m2-200k_1772114070610.png?alt=media&token=72cb1526-16ad-4e25-88c7-4868670648ea,2026-02-26T13:54:29.757Z
darkgammeth,1eRD1kJbMdkF3FlbZ4W0,200K,2,200000,26,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdarkgammeth_m2-200k_1772136690130.png?alt=media&token=72a1e304-8029-4387-b309-f458a0783431,2026-02-26T20:11:29.113Z
johnnymnemonics,kW8RpxARZ4rBPZ4B950u,300K,3,300000,16,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fjohnnymnemonics_m3-300k_1772215826643.png?alt=media&token=eba1e585-8474-4e79-931d-fc0aff1d7801,2026-02-27T18:10:25.460Z
alphonsoe,TyzRjO0foHDh4JQakjwv,500K,5,500000,7,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_m5-500k_1772289378886.png?alt=media&token=12e4ce9a-f530-4418-95b5-24ea61a80959,2026-02-28T14:36:17.471Z
foreeeveeer,QQC7myi27OX8xVEU2d1Y,200K,2,200000,27,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fforeeeveeer_m2-200k_1772298686201.png?alt=media&token=f1c87f5e-d64c-4636-9018-9243605b6bde,2026-02-28T17:11:25.201Z
foreeeveeer,w9j2V6huZK1pRbY3yiz0,200k,1,200000,15,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fforeeeveeer_spent-200k_1772298831776.png?alt=media&token=da2af51a-b1af-4b68-9f99-7fe4f52c818d,2026-02-28T17:13:50.540Z
