username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
valase,TW9tiudusn4yxrPwfpTP,200K,2,200000,10,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fvalase_m2-200k_1769298354274.png?alt=media&token=e741e3e6-6db7-4f12-bd06-86c99282e2df,2026-01-24T23:45:53.168Z
madagascaradam,L38E4NUHhl5v3fm88XPa,800k,3,800000,1,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fmadagascaradam_spent-800k_1769320433509.png?alt=media&token=95f75ebc-46b6-4d4f-b524-d82a04ff7c96,2026-01-25T05:53:51.904Z
alphonsoe,tmAurqzDHhHVgsQ6QeBp,200k,1,200000,3,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_spent-200k_1769321634087.png?alt=media&token=332be282-115f-4e24-bd98-9bb66c35635b,2026-01-25T06:13:52.750Z
madagascaradam,4ZZ5Zh0vNJgGb0B2vE6F,1M,7,1000000,1,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fmadagascaradam_m7-1m_1769442942975.png?alt=media&token=479c90ac-8b11-4eb3-b7eb-62cf8c818978,2026-01-26T06:04:55.455Z
ekymu52,9GSaXwuRMUZfkaxspieA,100K,1,100000,19,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fekymu52_m1-100k_1769446903921.png?alt=media&token=389cb9c7-f0f9-4aa2-a432-b8024ab7dcd3,2026-01-26T17:01:42.922Z
cliffelee,kcUOyYGOhwvHQWuHDGYY,100K,1,100000,20,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcliffelee_m1-100k_1769448253221.png?alt=media&token=79dfa5af-8713-4364-8320-785470ee00f5,2026-01-26T17:24:12.352Z
alfims,JUcBM9XMLccWXkNtyKg1,200K,2,200000,11,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falfims_m2-200k_1769460416291.png?alt=media&token=b0ecd28a-a8a1-4ee1-a5d4-c6f59ab6e07f,2026-01-26T20:46:54.586Z
avin_novor,MPjy1fApURxhF0FkDkXM,400K,4,400000,2,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Favin_novor_m4-400k_1769470847383.png?alt=media&token=45518fa9-62d6-455e-9881-a182dfaaa7e9,2026-01-26T23:40:45.888Z
slay_da_b,0X8fGARuI3fZIJB1TaJn,200k,1,200000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fslay_da_b_spent-200k_1769493036362.png?alt=media&token=c67a4719-dbff-45c7-8261-6607660ed540,2026-01-27T05:50:34.788Z
wolfmaron999,12IRPV2qnkAzTY9pk1Un,300K,3,300000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fwolfmaron999_m3-300k_1769520190295.png?alt=media&token=016473fa-071b-44a9-8789-f19dd4577d56,2026-01-27T13:23:08.949Z
zoskycube,Og0NubV55JzEDMm5yBTf,200k,1,200000,5,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fzoskycube_spent-200k_1769535788826.png?alt=media&token=986365aa-9e61-4297-a9fd-357fd514338f,2026-01-27T17:43:06.965Z
yurigiu,ZRo3Vhepab5X9nuwmhHN,100K,1,100000,21,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fyurigiu_m1-100k_1769719086542.png?alt=media&token=1967e64b-6b60-48b1-94d8-49b6c14f98db,2026-01-29T20:38:05.348Z
dahhel,2VSyXTvAiFipPzEz9U1X,100K,1,100000,22,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdahhel_m1-100k_1769763682208.png?alt=media&token=70242ff8-c621-4812-9fd8-646550ecf3fb,2026-01-30T09:01:21.245Z
