username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
lillakra,FWojzqKWodeX9i8WmxtF,400k,2,400000,27,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flillakra_spent-400k_1781455386246.png?alt=media&token=e2cae376-7308-44bd-8029-fd4b31f80abe,2026-06-14T16:43:05.007Z
madagascaradam,KvYlOOiArEp51MZcs6Bq,3M,9,3000000,1,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fmadagascaradam_m9-3m_1781498071083.png?alt=media&token=90a5d15a-aa17-4cf0-a89c-bce8b5948d6a,2026-06-15T04:34:29.902Z
somemarblesfriday,JTbqmzKCjJ88qjvwJJJp,200k,1,200000,37,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsomemarblesfriday_spent-200k_1781532575975.png?alt=media&token=adf4849d-8a9b-45a9-b2b2-9513fd2a3303,2026-06-15T14:09:34.943Z
alexwifi42,kVWGixzt0PwVD4xuJ0HK,300K,3,300000,39,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falexwifi42_m3-300k_1781617264986.png?alt=media&token=23ebd824-16d2-4198-8bc9-2a492cfa0e4a,2026-06-16T13:41:03.848Z
alphonsoe,EmqX4Em6GXKM8VJvrWLl,800k,3,800000,15,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_spent-800k_1781623634913.png?alt=media&token=e1c50fa9-3fe5-4917-8dec-abdee9636066,2026-06-16T15:27:13.151Z
avin_novor,hDCxeq4nPQTjDb86vmBf,2M,8,2000000,2,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Favin_novor_m8-2m_1781669642057.png?alt=media&token=7e0496bc-e854-4c9a-9edc-2411f9267222,2026-06-17T04:14:00.773Z
ikaliayev,0xNe1SYDu00C85d5M1E6,1M,7,1000000,16,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fikaliayev_m7-1m_1781745147523.png?alt=media&token=0d746299-212b-403c-b0eb-53f870d8ec88,2026-06-18T01:12:26.685Z
4gazmin4,f2yYWjmgtywAqftbY1X6,100K,1,100000,70,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2F4gazmin4_m1-100k_1782006340714.png?alt=media&token=d2ffa26a-ba6b-4206-82db-00a94cae2fd5,2026-06-21T01:45:39.567Z
sassdrake,bnwAOGVqXoNWcYeIq8wO,100K,1,100000,71,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsassdrake_m1-100k_1782060423291.png?alt=media&token=8dfdf7d6-727a-45f9-a034-bfb7083af921,2026-06-21T16:47:01.083Z
sassdrake,UzZXU1aDhDHsp9EOdC6X,200K,2,200000,53,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsassdrake_m2-200k_1782060427586.png?alt=media&token=cc8491a4-fff2-4089-99d8-29bfb6bf89be,2026-06-21T16:47:01.480Z
sassdrake,YO09aCGxDqvwiaVfNM8p,300K,3,300000,40,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsassdrake_m3-300k_1782060431147.png?alt=media&token=6cd6055b-0a7c-4885-aa32-0b17e34e4f92,2026-06-21T16:47:02.109Z
darkranx,EWkYp7mn1S13GZQKRw4l,200K,2,200000,54,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdarkranx_m2-200k_1782111828572.png?alt=media&token=666ea7a8-78ba-4daf-9b98-6b8fdc3943bb,2026-06-22T07:03:47.536Z
sassdrake,WTvGGWnBOlvS9PpK4bwI,200k,1,200000,38,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsassdrake_spent-200k_1782198126910.png?alt=media&token=d7a64b33-dde2-43c0-ac12-0ebad71bc0f9,2026-06-23T07:02:05.434Z
naoka_ueno,FPG5sTMRUNxP32P3BWGl,200K,2,200000,55,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fnaoka_ueno_m2-200k_1782377291775.png?alt=media&token=20968755-5595-403f-8745-a842d45bc151,2026-06-25T08:48:10.250Z
player0451,rvmBUpksw4rrCoptvraa,750K,6,750000,23,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fplayer0451_m6-750k_1782398809912.png?alt=media&token=33776c8a-c65c-43b3-90ea-a1b823072e34,2026-06-25T14:46:48.584Z
silent_luc,OrS1ZpHqmI48cQklF334,800k,3,800000,16,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsilent_luc_spent-800k_1782735534721.png?alt=media&token=efd5bfcf-4220-496e-ad09-06160855f858,2026-06-29T12:18:53.006Z
