username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
dahhel,JvhllpVymOFXppF6qamH,1600k,4,1600000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdahhel_spent-1600k_1783984221943.png?alt=media&token=e620949d-fcda-47ec-a3ce-cf4841e07da9,2026-07-13T23:10:20.786Z
snoopys030,xHDS98ZFS7xLMb5cOtQ6,800k,3,800000,17,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsnoopys030_spent-800k_1783999635844.png?alt=media&token=3c32e0bc-1120-4007-8f7e-2cefb3fcfd36,2026-07-14T03:27:14.399Z
mori2323,PCwT0efN4FzxNt1IfmmD,400k,2,400000,29,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fmori2323_spent-400k_1784037391505.png?alt=media&token=e0daedae-ca48-4edd-8ed3-aa50e356a636,2026-07-14T13:56:30.252Z
alyssrentori,5QnNR56hQjcbuuAyfFmq,400K,4,400000,38,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falyssrentori_m4-400k_1784368804142.png?alt=media&token=1e5b4229-5af2-4e2b-90ea-0dc20c6d7c49,2026-07-18T10:00:02.791Z
4gazmin4,k0WRAGIXXuErql2Wp2va,200K,2,200000,56,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2F4gazmin4_m2-200k_1784461579398.png?alt=media&token=f41b84bb-5deb-4cf8-9c43-4a2b745e324c,2026-07-19T11:46:18.138Z
robin3one,BQpv4PcH0WZlxJ4BZJr5,400K,4,400000,39,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Frobin3one_m4-400k_1784463828256.png?alt=media&token=11cf43b7-73e8-4ef9-9e6c-f0be2f96d348,2026-07-19T12:23:47.020Z
ikaliayev,CvvSa8unfA1hpolg3DxF,400k,2,400000,30,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fikaliayev_spent-400k_1784554072105.png?alt=media&token=324f6af6-907d-4f02-bfaf-8b3fcdb7b414,2026-07-20T13:27:50.563Z
ura3535,qefjngHq7EMtvSEaBan2,200K,2,200000,57,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fura3535_m2-200k_1784580303677.png?alt=media&token=277a30c8-48d9-4c48-8fe9-bdb89101156f,2026-07-20T20:45:02.170Z
kurotaku1337,lFgNjMeDBNbPoLqNf5O5,300K,3,300000,45,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fkurotaku1337_m3-300k_1784762312544.png?alt=media&token=e971c103-6b0f-4471-b44a-19827b6c4e01,2026-07-22T23:18:31.109Z
kurotaku1337,bZLQq3Mn6b14Zc49SM2c,400K,4,400000,40,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fkurotaku1337_m4-400k_1784762361209.png?alt=media&token=dc2c0bf3-63bb-43ba-97d8-d8125f46895a,2026-07-22T23:19:20.052Z
puphik,dwbGoXq9O6JC6WFbV9lJ,200k,1,200000,41,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpuphik_spent-200k_1784830542291.png?alt=media&token=8f2a0dde-8cc7-4c4d-9516-7b597342b887,2026-07-23T18:15:41.025Z
alexwifi42,7nGS40LwQ9u0sZ1KJxjs,500K,5,500000,34,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falexwifi42_m5-500k_1784892112270.png?alt=media&token=2f297aa1-3d3f-43cb-8d62-5a20cd291608,2026-07-24T11:21:51.141Z
whitepai,TN4Qa8nbQXzH84mGwnGG,200K,2,200000,58,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fwhitepai_m2-200k_1784930245989.png?alt=media&token=b827cb4e-1176-4df3-9925-a25d91d797d7,2026-07-24T21:57:24.870Z
alburldador,UXhpqrK5InTJuBxkc2Ik,800k,3,800000,18,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falburldador_spent-800k_1784957627971.png?alt=media&token=f06356c1-37eb-4f05-93f9-99c33f018fb3,2026-07-25T05:33:46.741Z
xiaoxiao9313,tJibFtR2e9aye8DlWpNk,500K,5,500000,35,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fxiaoxiao9313_m5-500k_1784999642070.png?alt=media&token=9a74bc53-8549-4f1c-b89a-f6854c46ba16,2026-07-25T17:14:01.069Z
lmbs00,u0sBqzOwJ9JcP392t2yA,100K,1,100000,72,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flmbs00_m1-100k_1785020533989.png?alt=media&token=df59cd04-278a-4bd8-a21e-f107d57b6cb0,2026-07-25T23:02:13.247Z
yurigiu,rDPWvnELKFss2brrpUAl,1M,7,1000000,18,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fyurigiu_m7-1m_1785071206926.png?alt=media&token=a752da50-b2ab-40a2-b8d1-d73c9724f206,2026-07-26T13:06:45.647Z
wolfmaron999,ACUjyaAF5k4XhOrUmpuK,200k,1,200000,42,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fwolfmaron999_spent-200k_1785145707165.png?alt=media&token=43dfc90a-8719-41b3-b0c2-7296036e85e9,2026-07-27T09:48:25.865Z
