username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
staggerrilla,PtxfyBpJ0mdTe5SulhHj,500K,5,500000,26,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fstaggerrilla_m5-500k_1778694867300.png?alt=media&token=11583163-8391-4e4b-b797-12bcc6fcf925,2026-05-13T17:54:26.273Z
puphik,A6qas19eLFb7BGLRuqlQ,100K,1,100000,65,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpuphik_m1-100k_1778697345069.png?alt=media&token=1f7de02f-dfe2-4819-9051-eff472ac60f2,2026-05-13T18:35:43.854Z
louis_of_apshai,9tRXMWMz6S9hjg9Z5TX2,200K,2,200000,49,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flouis_of_apshai_m2-200k_1778753498413.png?alt=media&token=95c677ff-efb6-4341-ac6d-066a930a5598,2026-05-14T10:11:37.333Z
chestersz,kZ72wpgTJYADleZc9n8P,200k,1,200000,31,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fchestersz_spent-200k_1778758420062.png?alt=media&token=2675f475-e319-457c-8faa-169217a6244a,2026-05-14T11:33:38.627Z
player0451,cSrCSqvGI536eGvfQjls,200k,1,200000,32,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fplayer0451_spent-200k_1778814043516.png?alt=media&token=17e15b16-fb1a-4a2e-8623-cfc8692903c8,2026-05-15T03:00:41.669Z
player0451,Ua7utuvC73yUJsKiQ5k8,400k,2,400000,24,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fplayer0451_spent-400k_1778814047515.png?alt=media&token=9a8beb4f-c93b-440f-a7bb-db2e9f463f02,2026-05-15T03:00:42.196Z
skillfielder,lOa3ZcYV2PJz4NqdSZWm,200k,1,200000,33,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fskillfielder_spent-200k_1778853323288.png?alt=media&token=533a2f73-c8ef-4310-8eee-c1300b42c044,2026-05-15T13:55:21.975Z
rzvlover,gAjEhIN6sUN9nGUnAF8F,800k,3,800000,10,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Frzvlover_spent-800k_1779043850661.png?alt=media&token=4da95d18-b732-4261-9948-549fc097d659,2026-05-17T18:50:49.057Z
snoopys030,iRB2Utjf6AG6qynKCsDQ,1M,7,1000000,11,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsnoopys030_m7-1m_1779083110814.png?alt=media&token=977c009a-365f-4c72-88bc-6e3fce6f2cde,2026-05-18T05:45:09.793Z
shadowladyex,dJ2zx6AX1KLU2xndMMwv,800k,3,800000,11,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fshadowladyex_spent-800k_1779157331060.png?alt=media&token=14b20a4c-bb42-4505-81b4-d58c15689d61,2026-05-19T02:22:09.698Z
sasha5889,ZzRCNYH8cpljlT3vWyoS,100K,1,100000,66,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsasha5889_m1-100k_1779297085121.png?alt=media&token=38fda377-21d2-4287-b6f5-56b5a683c4c7,2026-05-20T17:11:24.241Z
alyssrentori,gg2UacDYT9c2yf80QJf1,200k,1,200000,34,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falyssrentori_spent-200k_1779332780276.png?alt=media&token=4cb0f1d7-cb27-4853-97ca-c5edc0117447,2026-05-21T03:06:18.697Z
valase,NPSBnU3iraVeu1U1u16q,400k,2,400000,25,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fvalase_spent-400k_1779406197988.png?alt=media&token=842c0406-4f4b-4d97-880a-c0bb268c1b73,2026-05-21T23:29:56.659Z
ikaliayev,RYqIMd8FQFe4fii0cLo5,500K,5,500000,27,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fikaliayev_m5-500k_1779464262852.png?alt=media&token=121b2dda-d11c-4054-b26d-946de992f232,2026-05-22T15:37:41.795Z
ura3535,h5ng8xsAYrAjB57G33Uq,100K,1,100000,67,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fura3535_m1-100k_1779479433330.png?alt=media&token=4da47b91-6ae1-46b7-9225-464710193ae0,2026-05-22T19:50:32.476Z
mori2323,L8Xvqmc0sReEZw1UcbcY,400K,4,400000,33,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fmori2323_m4-400k_1779636518163.png?alt=media&token=4baea8ff-2c14-4342-925d-639a2327b94e,2026-05-24T15:28:37.082Z
thanossoul,qqHKjTksaJgMn5NO7CHh,1M,7,1000000,12,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fthanossoul_m7-1m_1779650352701.png?alt=media&token=49150da8-b2e3-4ca2-95fe-19272c26a9b1,2026-05-24T19:19:11.681Z
valase,Iy2yTzZlbGn8GzyP5Pnp,800k,3,800000,12,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fvalase_spent-800k_1779713183257.png?alt=media&token=9a04411a-eb9f-4004-a340-1df60bab84d0,2026-05-25T12:46:22.118Z
alphonsoe,mxtDjxiKaBakaC5O14aM,1M,7,1000000,13,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falphonsoe_m7-1m_1779722732987.png?alt=media&token=74406f05-84e3-4fb2-82c0-5fbe57a50020,2026-05-25T15:25:32.169Z
alexwifi42,3lUVzaJoqHFvosIDUlWO,200K,2,200000,50,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falexwifi42_m2-200k_1779826909151.png?alt=media&token=71a79be4-4b4c-406c-8814-21506eebcba5,2026-05-26T20:21:48.079Z
llucholba,TBbOolY1ii3k2HFDqOIu,400k,2,400000,26,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fllucholba_spent-400k_1779861391803.png?alt=media&token=a02cff0c-1e45-464b-8594-4fff2375cb8a,2026-05-27T05:56:30.112Z
cerebralx1,tM0kX2AzqDuJ1edovDLl,1M,7,1000000,14,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fcerebralx1_m7-1m_1779909893031.png?alt=media&token=fbb2030d-9f70-4310-8bcd-dabd8457130d,2026-05-27T19:24:51.313Z
silent_luc,1E1KP1xQ3t1BBVkausXw,1M,7,1000000,15,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fsilent_luc_m7-1m_1779983100847.png?alt=media&token=a2d8c33f-6ffc-4a76-a813-b2bed6dbc070,2026-05-28T15:44:59.923Z
operacional_cae,hDxaYauRsjna7ndGFrnx,500K,5,500000,28,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Foperacional_cae_m5-500k_1779987860076.png?alt=media&token=d675e91f-29fe-4143-ad17-fe6886737090,2026-05-28T17:04:16.492Z
llucholba,yr6HGuJgxv5FYBmJDi0e,500K,5,500000,29,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fllucholba_m5-500k_1780016603135.png?alt=media&token=0c498442-b4fb-4e79-8b01-b3381dca32be,2026-05-29T01:03:22.185Z
